group,metric,seed,value
FTP_Patator,log_density_benign_median,4,-6.960496122454996
FTP_Patator,neighborhood_purity_mean,4,0.00022652907123080795
FTP_Patator,neighborhood_purity_median,4,0.0
SSH_Patator,log_density_benign_mean,4,-7.697290953864451
SSH_Patator,log_density_benign_median,4,-7.8318781724467295
SSH_Patator,neighborhood_purity_mean,4,0.0055369127516778525
SSH_Patator,neighborhood_purity_median,4,0.0
DoS_Slowhttptest,log_density_benign_mean,4,-9.444601853933449
DoS_Slowhttptest,log_density_benign_median,4,-9.063353894069413
DoS_Slowhttptest,neighborhood_purity_mean,4,0.0095292766934558
DoS_Slowhttptest,neighborhood_purity_median,4,0.0
Bot,log_density_benign_mean,4,-3.390366660299123
Bot,log_density_benign_median,4,-2.6465078009478993
Bot,neighborhood_purity_mean,4,0.011517615176151762
Bot,neighborhood_purity_median,4,0.0
Web_Attack,log_density_benign_mean,4,-9.10024600772192
Web_Attack,log_density_benign_median,4,-8.333246817142197
Web_Attack,neighborhood_purity_mean,4,0.12315789473684212
Web_Attack,neighborhood_purity_median,4,0.0
Infiltration,log_density_benign_mean,4,-15.64688402840143
Infiltration,log_density_benign_median,4,-9.725205666494045
Infiltration,neighborhood_purity_mean,4,0.47500000000000003
Infiltration,neighborhood_purity_median,4,0.45
DoS_Hulk_attempted,log_density_benign_mean,4,-7.256793322091152
DoS_Hulk_attempted,log_density_benign_median,4,-7.5867675319588015
DoS_Hulk_attempted,neighborhood_purity_mean,4,0.015889464594127805
DoS_Hulk_attempted,neighborhood_purity_median,4,0.0
DoS_GoldenEye_attempted,log_density_benign_mean,4,-1.217471780801317
DoS_GoldenEye_attempted,log_density_benign_median,4,-1.5886128509369044
DoS_GoldenEye_attempted,neighborhood_purity_mean,4,0.0225
DoS_GoldenEye_attempted,neighborhood_purity_median,4,0.0
DoS_slowloris_attempted,log_density_benign_mean,4,-8.320564583784842
DoS_slowloris_attempted,log_density_benign_median,4,-8.512721290471141
DoS_slowloris_attempted,neighborhood_purity_mean,4,0.0036342321219226263
DoS_slowloris_attempted,neighborhood_purity_median,4,0.0
DoS_Slowhttptest_attempted,log_density_benign_mean,4,10.599998483163073
DoS_Slowhttptest_attempted,log_density_benign_median,4,14.290889637206433
DoS_Slowhttptest_attempted,neighborhood_purity_mean,4,0.004395604395604396
DoS_Slowhttptest_attempted,neighborhood_purity_median,4,0.0
Bot_attempted,log_density_benign_mean,4,25.83912289089647
Bot_attempted,log_density_benign_median,4,25.593850669082723
Bot_attempted,neighborhood_purity_mean,4,0.007755102040816327
Bot_attempted,neighborhood_purity_median,4,0.0
WebAttack_BruteForce,log_density_benign_mean,4,-9.278931239170932
WebAttack_BruteForce,log_density_benign_median,4,-8.332302816584658
WebAttack_BruteForce,neighborhood_purity_mean,4,0.06887417218543046
WebAttack_BruteForce,neighborhood_purity_median,4,0.0
WebAttack_BruteForce_attempted,log_density_benign_mean,4,7.996851090674014
WebAttack_BruteForce_attempted,log_density_benign_median,4,8.264868279216103
WebAttack_BruteForce_attempted,neighborhood_purity_mean,4,0.004859967051070841
WebAttack_BruteForce_attempted,neighborhood_purity_median,4,0.0
PortScan,log_density_benign_mean,5,12.509124052056892
PortScan,log_density_benign_median,5,1.5216062538622737
PortScan,neighborhood_purity_mean,5,0.030739999999999996
PortScan,neighborhood_purity_median,5,0.0
DoS_Hulk,log_density_benign_mean,5,-7.64540764905218
DoS_Hulk,log_density_benign_median,5,-7.9195567014285135
DoS_Hulk,neighborhood_purity_mean,5,0.00248
DoS_Hulk,neighborhood_purity_median,5,0.0
DDoS,log_density_benign_mean,5,-8.302630846972761
DDoS,log_density_benign_median,5,-8.173599115399735
DDoS,neighborhood_purity_mean,5,0.0007000000000000001
DDoS,neighborhood_purity_median,5,0.0
DoS_GoldenEye,log_density_benign_mean,5,-7.865219455736157
DoS_GoldenEye,log_density_benign_median,5,-8.10946268053722
DoS_GoldenEye,neighborhood_purity_mean,5,0.00786
DoS_GoldenEye,neighborhood_purity_median,5,0.0
DoS_slowloris,log_density_benign_mean,5,-8.221490514513276
DoS_slowloris,log_density_benign_median,5,-8.960294471058672
DoS_slowloris,neighborhood_purity_mean,5,0.006098475381154712
DoS_slowloris,neighborhood_purity_median,5,0.0
FTP_Patator,log_density_benign_mean,5,-5.722962837582089
FTP_Patator,log_density_benign_median,5,-5.77761628488925
FTP_Patator,neighborhood_purity_mean,5,0.00015101938082053866
FTP_Patator,neighborhood_purity_median,5,0.0
SSH_Patator,log_density_benign_mean,5,-6.416941724887762
SSH_Patator,log_density_benign_median,5,-6.52642457154114
SSH_Patator,neighborhood_purity_mean,5,0.005335570469798659
SSH_Patator,neighborhood_purity_median,5,0.0
DoS_Slowhttptest,log_density_benign_mean,5,-9.957735106884607
DoS_Slowhttptest,log_density_benign_median,5,-8.877809084308673
DoS_Slowhttptest,neighborhood_purity_mean,5,0.009988518943742824
DoS_Slowhttptest,neighborhood_purity_median,5,0.0
Bot,log_density_benign_mean,5,-5.376372463349659
Bot,log_density_benign_median,5,-4.7356982637219645
Bot,neighborhood_purity_mean,5,0.008130081300813009
Bot,neighborhood_purity_median,5,0.0
Web_Attack,log_density_benign_mean,5,-7.797293935717947
Web_Attack,log_density_benign_median,5,-7.813992163381205
